model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
XGBoost,5C. Sudden Object Section 3,0,0.492,0.4925373134328358,0.49214708056171474,0.0007889270782470703,0.0,0.0,125.0,0.0,1.0,0.9848484848484849,0.0,0.983739837398374,0.0
