model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
Sequence,6A. Object Path 1→2→5→Free,5,0.9975247524752475,1.0,0.9987562189054726,0.049350738525390625,0.0,0.0,135.5,0.0,1.0,1.0,1.0,1.0,0.9950248756218906
