model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
Sequence,6B. Object Path 1→3→5→Free,42,0.9009789156626506,0.8724484277499726,0.8810925725932389,0.04918336868286133,0.0,0.15306122448979592,179.0,0.0,1.0,0.9454545454545454,0.8175675675675675,0.8442211055276382,0.9171270718232044
