model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
XGBoost,5D. Sudden Object Section 4,42,0.6746938775510205,0.7134615384615385,0.6886801505524605,0.0006692409515380859,0.0,0.0,73.5,0.0,1.0,0.9294117647058824,0.0,0.9616724738675958,0.8636363636363636
