model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
XGBoost,1. Parking Scenario,42,0.7436685097958905,0.7425373134328358,0.7430231693315903,0.027185440063476562,0.0,0.0,257.0,0.0,1.0,0.9848484848484849,0.99609375,0.0,0.9911504424778761
