timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260526_015323,CANBusSimulator,0.1,0.05,25.0,42,0.265066429297785,0.00034348707038802474,0.0,16.4
