model,scenario,baseline_f1,stressed_f1,degradation_f1,baseline_mttd,stressed_mttd,degradation_mttd,baseline_fnr,stressed_fnr,degradation_fnr,baseline_nmr,stressed_nmr,degradation_nmr,noise_level,drop_prob,jitter_ms,stress_seed
SmallMLP,1. Parking Scenario,0.9940709063511552,0.9683564112196095,-0.025714495131545778,0.05066943168640137,0.00019073486328125,-0.05047869682312012,0.0,0.0,0.0,293.0,426.0,133.0,0.2,0.1,40.0,42
SmallMLP,2. Slowly Appearing Object: Section 5→2→1,0.989624078437102,0.9768763906660417,-0.012747687771060279,5.439501762390137,0.046213388442993164,-5.3932883739471436,0.0,0.0,0.0,247.0,356.0,109.0,0.2,0.1,40.0,42
SmallMLP,3. Slowly Appearing Object: Section 5→3,0.9936709721194215,0.9758442865549205,-0.017826685564500955,0.0003368854522705078,0.051415205001831055,0.05107831954956055,0.0,0.0,0.0,329.0,348.0,19.0,0.2,0.1,40.0,42
SmallMLP,4. Slowly Appearing Object: Section 5→4,0.7450370037718165,0.9770965876229034,0.23205958385108694,0.003632783889770508,0.05125689506530762,0.04762411117553711,0.0,0.0,0.0,329.0,396.0,67.0,0.2,0.1,40.0,42
SmallMLP,5A. Sudden Object Section 1,0.75,0.98833857442348,0.23833857442348005,0.04475593566894531,0.20651650428771973,0.16176056861877441,0.0,0.0,0.0,1.0,89.0,88.0,0.2,0.1,40.0,42
SmallMLP,5B. Sudden Object Section 2,0.746504596032898,0.9747545255712224,0.22824992953832446,0.050695180892944336,0.05102252960205078,0.0003273487091064453,0.0,0.0,0.0,131.0,217.0,86.0,0.2,0.1,40.0,42
SmallMLP,5C. Sudden Object Section 3,0.75,0.9556606606606607,0.2056606606606607,0.051599979400634766,0.05111885070800781,-0.0004811286926269531,0.0,0.0,0.0,135.0,168.0,33.0,0.2,0.1,40.0,42
SmallMLP,5D. Sudden Object Section 4,0.5,0.9808784965034965,0.48087849650349646,5.182703733444214,0.05125141143798828,-5.131452322006226,0.0,0.0,0.0,135.0,175.0,40.0,0.2,0.1,40.0,42
SmallMLP,5E. Sudden Object Section 5,0.5971910112359551,0.9835448625979473,0.3863538513619922,0.02721571922302246,0.05129742622375488,0.024081707000732422,0.0,0.0,0.0,136.0,213.0,77.0,0.2,0.1,40.0,42
SmallMLP,6A. Object Path 1→2→5→Free,0.9939585891883739,0.9816362119290505,-0.012322377259323392,3.3011326789855957,0.050893306732177734,-3.250239372253418,0.0,0.0,0.0,270.0,327.0,57.0,0.2,0.1,40.0,42
SmallMLP,6B. Object Path 1→3→5→Free,0.9959431902769176,0.985804693680232,-0.010138496596685531,3.2845311164855957,0.10280466079711914,-3.1817264556884766,0.0,0.0,0.0,274.0,323.0,49.0,0.2,0.1,40.0,42
SmallMLP,6C. Object Path 1→4→5→Free,0.9959029180365729,0.9844232564820801,-0.01147966155449287,3.1788759231567383,0.41028380393981934,-2.768592119216919,0.0,0.0,0.0,268.0,347.0,79.0,0.2,0.1,40.0,42
SmallMLP,6D. Object Path 2→5→Free,0.7442072614486408,0.9961820317744462,0.2519747703258054,3.2349531650543213,0.035480499267578125,-3.199472665786743,0.0,0.0,0.0,275.0,273.0,-2.0,0.2,0.1,40.0,42
SmallMLP,6E. Object Path 3→5→Free,0.7454791090022407,0.9854226961299086,0.23994358712766795,8.630752563476562e-05,0.512704610824585,0.5126183032989502,0.0,0.0,0.0,276.0,311.0,35.0,0.2,0.1,40.0,42
SmallMLP,6F. Object Path 4→5→Free,0.7481481227451681,0.9902617867047652,0.2421136639595971,3.17754864692688,0.05133175849914551,-3.1262168884277344,0.0,0.0,0.0,270.0,309.0,39.0,0.2,0.1,40.0,42
