model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
Sequence,5A. Sudden Object Section 1,3,0.6666666666666666,0.7483870967741936,0.6991909385113269,0.049231767654418945,0.0,0.0,3.0,0.0,1.0,0.9967637540453074,0.0,0.8,1.0
