model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
Sequence,3. Slowly Appearing Object: Section 5→3,7,0.3962686567164179,0.4953125,0.43219150819535784,0.020232677459716797,0.0,0.0,167.5,0.0,1.0,0.9905362776025236,0.0,0.7382297551789078,0.0
