timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260516_184201,XGBoost,0.1,0.05,25.0,42,0.17264799531206648,0.3852560520172119,0.0,6.0
