model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
Hybrid,5E. Sudden Object Section 5,5,0.7481617647058824,0.75,0.7490774907749078,0.04880928993225098,0.0,0.0,68.0,0.0,1.0,1.0,0.996309963099631,0.0,1.0
