timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260526_013210,CANBusSimulator,0.0,0.0,0.0,42,1.0786584205228305e-05,-5.7427088419596356e-05,0.0,-0.06666666666666667
