timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260516_184649,SmallMLP,0.1,0.05,25.0,42,0.16508660297377778,nan,0.0,3.2666666666666666
