timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260516_155902,SmallMLP,0.0,0.0,0.0,42,0.30556674822003244,-2.1084062576293947,0.0,17.9
