timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260516_154733,XGBoost,0.2,0.1,40.0,42,0.1281156645297789,-0.003883981704711914,0.0,48.2
