timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260526_015321,CANBusSimulator,0.0,0.0,0.0,42,9.303964068034058e-06,8.440017700195312e-05,0.0,0.1
