model,scenario,seed,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
Hybrid,5D. Sudden Object Section 4,7,0.49822695035460995,0.49822695035460995,0.49822695035460995,0.040148019790649414,0.0,0.0,71.0,0.0,1.0,1.0,0.0,0.9929078014184397,0.0
