timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260516_184235,XGBoost,0.2,0.1,40.0,42,0.23440471529197018,0.24460625648498535,0.0,9.466666666666667
