timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260526_013212,CANBusSimulator,0.1,0.05,25.0,42,0.2658051886252669,-0.00017829617449794803,0.0,16.066666666666666
