timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260516_184126,XGBoost,0.0,0.0,0.0,42,-0.010573476702508959,nan,0.0,-0.13333333333333333
