model,scenario,seed,full_brake_events,full_brake_detections,full_brake_misses,mttd_n,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
SmallMLP,6C. Object Path 1→4→5→Free,0,0,0,0,0,0.9937834181011999,0.9963875847678665,0.9950786842443062,nan,nan,0.0,138.5,1.0,0.0,1.0,0.9929577464788732,0.9925925925925926,0.9947643979057591
