model,scenario,seed,full_brake_events,full_brake_detections,full_brake_misses,mttd_n,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
SmallMLP,6E. Object Path 3→5→Free,0,0,0,0,0,0.7464412360688957,0.7482142857142857,0.7473246059989832,nan,nan,0.0,140.5,nan,nan,1.0,0.9928571428571429,0.9964412811387899,0.0
