model,scenario,seed,full_brake_events,full_brake_detections,full_brake_misses,mttd_n,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
SmallMLP,6F. Object Path 4→5→Free,0,0,0,0,0,0.7463768115942029,0.7481481481481481,0.7472458144520121,nan,nan,0.0,136.0,nan,nan,1.0,0.996282527881041,0.9927007299270074,0.0
