model,scenario,seed,full_brake_events,full_brake_detections,full_brake_misses,mttd_n,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
SmallMLP,3. Slowly Appearing Object: Section 5→3,0,0,0,0,0,0.9934820745868944,0.9955840455840456,0.9945256355597936,nan,nan,0.0,165.0,1.0,0.0,0.9968847352024921,0.988929889298893,0.9922879177377892,1.0
