model,condition,Precision,Recall,F1,Full_Brake_FNR,MTTD,NMR
RB,baseline,,,1.0786584205228305e-05,0.0,-5.7427088419596356e-05,-0.06666666666666667
RB,moderate,,,0.2658051886252669,0.0,-0.00017829617449794803,16.066666666666666
RB,severe,,,0.2660460137403431,0.0,0.000685494803477082,30.0
