timestamp,model,noise_level,drop_prob,jitter_ms,stress_seed,f1_degradation_mean,mttd_degradation_mean,fnr_degradation_mean,nmr_degradation_mean
20260529_014907,Sequence,0.2,0.1,40.0,789,0.18521884226566057,-1.2289547443389892,0.20578166737187858,78.8
