model,scenario,seed,full_brake_events,full_brake_detections,full_brake_misses,mttd_n,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
SmallMLP,6B. Object Path 1→3→5→Free,0,0,0,0,0,0.9938371813371814,0.9963624338624338,0.9950933983294389,nan,nan,0.0,137.5,1.0,0.0,1.0,0.9928571428571429,0.9925925925925926,0.9949238578680203
