model,scenario,seed,full_brake_events,full_brake_detections,full_brake_misses,mttd_n,precision_avg,recall_avg,f1_avg,mttd_mean_s,mttd_std_s,fnr_full_brake,nmr,miss_rate,detection_rate,f1_NO_Action,f1_Slowdown,f1_Partial_Brake,f1_Full_Brake
SmallMLP,2. Slowly Appearing Object: Section 5→2→1,0,0,0,0,0,0.9902858999350227,0.9906590413943355,0.9904432474393698,nan,nan,0.0,126.5,1.0,0.0,0.9912023460410556,0.9851851851851852,0.9915966386554621,0.9937888198757764
